order_details_id;order_id;pizza_id;order_date;order_time;unit_price;total_price;pizza_size;pizza_category;pizza_ingredients;pizza_name;lead_time
1862;826;ital_supr_l;2015-01-14 00:00:00;18:06:14;20,75;20,75;L;Supreme;Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic;The Italian Supreme Pizza;2015-01-14 18:19:00
1863;826;pepperoni_l;2015-01-14 00:00:00;18:06:14;15,25;15,25;L;Classic;Mozzarella Cheese, Pepperoni;The Pepperoni Pizza;2015-01-14 18:25:47
1864;827;ckn_alfredo_m;2015-01-14 00:00:00;18:09:48;16,75;16,75;M;Chicken;Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce;The Chicken Alfredo Pizza;2015-01-14 18:29:14
1865;827;napolitana_l;2015-01-14 00:00:00;18:09:48;20,5;20,5;L;Classic;Tomatoes, Anchovies, Green Olives, Red Onions, Garlic;The Napolitana Pizza;2015-01-14 18:30:33
1866;828;ckn_pesto_l;2015-01-14 00:00:00;18:23:55;20,75;20,75;L;Chicken;Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce;The Chicken Pesto Pizza;2015-01-14 18:39:42
1867;828;peppr_salami_l;2015-01-14 00:00:00;18:23:55;20,75;20,75;L;Supreme;Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic;The Pepper Salami Pizza;2015-01-14 18:40:59
1868;829;napolitana_m;2015-01-14 00:00:00;18:27:42;16;16;M;Classic;Tomatoes, Anchovies, Green Olives, Red Onions, Garlic;The Napolitana Pizza;2015-01-14 18:44:25
1869;829;peppr_salami_m;2015-01-14 00:00:00;18:27:42;16,5;16,5;M;Supreme;Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic;The Pepper Salami Pizza;2015-01-14 18:46:06
1870;829;spicy_ital_s;2015-01-14 00:00:00;18:27:42;12,5;12,5;S;Supreme;Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic;The Spicy Italian Pizza;2015-01-14 18:45:20
1871;829;spinach_supr_s;2015-01-14 00:00:00;18:27:42;12,5;12,5;S;Supreme;Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese;The Spinach Supreme Pizza;2015-01-14 18:45:08
1872;830;hawaiian_m;2015-01-14 00:00:00;18:38:17;13,25;13,25;M;Classic;Sliced Ham, Pineapple, Mozzarella Cheese;The Hawaiian Pizza;2015-01-14 19:00:22
1873;830;ital_supr_m;2015-01-14 00:00:00;18:38:17;16,5;16,5;M;Supreme;Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic;The Italian Supreme Pizza;2015-01-14 18:54:13
1874;830;pepperoni_m;2015-01-14 00:00:00;18:38:17;12,5;12,5;M;Classic;Mozzarella Cheese, Pepperoni;The Pepperoni Pizza;2015-01-14 18:53:45
1875;831;calabrese_l;2015-01-14 00:00:00;18:38:20;20,25;20,25;L;Supreme;慛duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic;The Calabrese Pizza;2015-01-14 18:57:22
1876;831;ckn_pesto_l;2015-01-14 00:00:00;18:38:20;20,75;20,75;L;Chicken;Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce;The Chicken Pesto Pizza;2015-01-14 18:58:52
1877;831;ckn_pesto_m;2015-01-14 00:00:00;18:38:20;16,75;16,75;M;Chicken;Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce;The Chicken Pesto Pizza;2015-01-14 18:54:39
1878;831;classic_dlx_m;2015-01-14 00:00:00;18:38:20;16;16;M;Classic;Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon;The Classic Deluxe Pizza;2015-01-14 18:54:21
1879;832;hawaiian_l;2015-01-14 00:00:00;18:47:06;16,5;16,5;L;Classic;Sliced Ham, Pineapple, Mozzarella Cheese;The Hawaiian Pizza;2015-01-14 19:00:44
1880;833;big_meat_s;2015-01-14 00:00:00;19:07:45;12;12;S;Classic;Bacon, Pepperoni, Italian Sausage, Chorizo Sausage;The Big Meat Pizza;2015-01-14 19:24:03
1881;833;napolitana_s;2015-01-14 00:00:00;19:07:45;12;12;S;Classic;Tomatoes, Anchovies, Green Olives, Red Onions, Garlic;The Napolitana Pizza;2015-01-14 19:30:18
1882;834;ckn_pesto_l;2015-01-14 00:00:00;19:25:16;20,75;20,75;L;Chicken;Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce;The Chicken Pesto Pizza;2015-01-14 19:44:45
1883;834;pepperoni_s;2015-01-14 00:00:00;19:25:16;9,75;9,75;S;Classic;Mozzarella Cheese, Pepperoni;The Pepperoni Pizza;2015-01-14 19:41:48
1884;834;prsc_argla_s;2015-01-14 00:00:00;19:25:16;12,5;12,5;S;Supreme;Prosciutto di San Daniele, Arugula, Mozzarella Cheese;The Prosciutto and Arugula Pizza;2015-01-14 19:41:37
1885;834;spinach_fet_l;2015-01-14 00:00:00;19:25:16;20,25;20,25;L;Veggie;Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic;The Spinach and Feta Pizza;2015-01-14 19:35:28
1886;835;bbq_ckn_l;2015-01-14 00:00:00;19:56:01;20,75;20,75;L;Chicken;Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce;The Barbecue Chicken Pizza;2015-01-14 20:13:54
1887;835;bbq_ckn_s;2015-01-14 00:00:00;19:56:01;12,75;12,75;S;Chicken;Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce;The Barbecue Chicken Pizza;2015-01-14 20:11:33
1888;835;pepperoni_m;2015-01-14 00:00:00;19:56:01;12,5;12,5;M;Classic;Mozzarella Cheese, Pepperoni;The Pepperoni Pizza;2015-01-14 20:10:27
1889;835;southw_ckn_l;2015-01-14 00:00:00;19:56:01;20,75;20,75;L;Chicken;Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce;The Southwest Chicken Pizza;2015-01-14 20:09:22
1890;836;five_cheese_l;2015-01-14 00:00:00;20:08:08;18,5;18,5;L;Veggie;Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic;The Five Cheese Pizza;2015-01-14 20:19:22
1891;836;four_cheese_l;2015-01-14 00:00:00;20:08:08;17,95;17,95;L;Veggie;Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic;The Four Cheese Pizza;2015-01-14 20:26:43
1892;836;hawaiian_s;2015-01-14 00:00:00;20:08:08;10,5;10,5;S;Classic;Sliced Ham, Pineapple, Mozzarella Cheese;The Hawaiian Pizza;2015-01-14 20:21:33
1893;836;the_greek_xl;2015-01-14 00:00:00;20:08:08;25,5;25,5;XL;Classic;Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions;The Greek Pizza;2015-01-14 20:21:17
1894;837;ital_supr_m;2015-01-14 00:00:00;20:12:27;16,5;16,5;M;Supreme;Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic;The Italian Supreme Pizza;2015-01-14 20:25:45
1895;838;ckn_alfredo_m;2015-01-14 00:00:00;20:33:57;16,75;16,75;M;Chicken;Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce;The Chicken Alfredo Pizza;2015-01-14 20:53:09
1896;838;ital_supr_m;2015-01-14 00:00:00;20:33:57;16,5;16,5;M;Supreme;Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic;The Italian Supreme Pizza;2015-01-14 20:52:25
1897;838;veggie_veg_m;2015-01-14 00:00:00;20:33:57;16;16;M;Veggie;Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic;The Vegetables + Vegetables Pizza;2015-01-14 20:50:30
1898;839;mexicana_l;2015-01-14 00:00:00;20:40:40;20,25;40,5;L;Veggie;Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic;The Mexicana Pizza;2015-01-14 20:57:06
1899;840;ital_supr_l;2015-01-14 00:00:00;20:46:12;20,75;20,75;L;Supreme;Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic;The Italian Supreme Pizza;2015-01-14 21:03:57
1900;841;peppr_salami_l;2015-01-14 00:00:00;20:57:40;20,75;20,75;L;Supreme;Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic;The Pepper Salami Pizza;2015-01-14 21:14:44
1901;842;spin_pesto_s;2015-01-14 00:00:00;21:09:39;12,5;12,5;S;Veggie;Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce;The Spinach Pesto Pizza;2015-01-14 21:28:03
1902;842;spinach_fet_m;2015-01-14 00:00:00;21:09:39;16;16;M;Veggie;Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic;The Spinach and Feta Pizza;2015-01-14 21:28:24
1903;842;spinach_supr_s;2015-01-14 00:00:00;21:09:39;12,5;12,5;S;Supreme;Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese;The Spinach Supreme Pizza;2015-01-14 21:24:49
1904;843;spinach_supr_m;2015-01-14 00:00:00;21:32:21;16,5;16,5;M;Supreme;Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese;The Spinach Supreme Pizza;2015-01-14 21:48:02
1905;844;veggie_veg_m;2015-01-14 00:00:00;21:36:58;16;16;M;Veggie;Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic;The Vegetables + Vegetables Pizza;2015-01-14 21:51:45
1906;845;classic_dlx_l;2015-01-14 00:00:00;21:42:56;20,5;20,5;L;Classic;Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon;The Classic Deluxe Pizza;2015-01-14 21:58:17
1907;845;five_cheese_l;2015-01-14 00:00:00;21:42:56;18,5;18,5;L;Veggie;Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic;The Five Cheese Pizza;2015-01-14 22:00:17
1908;845;ital_supr_m;2015-01-14 00:00:00;21:42:56;16,5;16,5;M;Supreme;Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic;The Italian Supreme Pizza;2015-01-14 21:59:30
1909;845;southw_ckn_l;2015-01-14 00:00:00;21:42:56;20,75;20,75;L;Chicken;Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce;The Southwest Chicken Pizza;2015-01-14 22:05:02
1910;846;cali_ckn_l;2015-01-14 00:00:00;22:16:24;20,75;20,75;L;Chicken;Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese;The California Chicken Pizza;2015-01-14 22:33:22
1911;846;five_cheese_l;2015-01-14 00:00:00;22:16:24;18,5;18,5;L;Veggie;Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic;The Five Cheese Pizza;2015-01-14 22:35:41
1912;847;pepperoni_m;2015-01-15 00:00:00;11:37:03;12,5;12,5;M;Classic;Mozzarella Cheese, Pepperoni;The Pepperoni Pizza;2015-01-15 11:57:36
1913;848;big_meat_s;2015-01-15 00:00:00;11:56:46;12;12;S;Classic;Bacon, Pepperoni, Italian Sausage, Chorizo Sausage;The Big Meat Pizza;2015-01-15 12:10:13
1914;849;classic_dlx_m;2015-01-15 00:00:00;12:08:30;16;16;M;Classic;Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon;The Classic Deluxe Pizza;2015-01-15 12:25:42
1915;849;sicilian_s;2015-01-15 00:00:00;12:08:30;12,25;12,25;S;Supreme;Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic;The Sicilian Pizza;2015-01-15 12:27:28
1916;849;spicy_ital_l;2015-01-15 00:00:00;12:08:30;20,75;20,75;L;Supreme;Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic;The Spicy Italian Pizza;2015-01-15 12:25:37
1917;849;spicy_ital_s;2015-01-15 00:00:00;12:08:30;12,5;12,5;S;Supreme;Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic;The Spicy Italian Pizza;2015-01-15 12:30:02
1918;850;four_cheese_l;2015-01-15 00:00:00;12:15:35;17,95;17,95;L;Veggie;Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic;The Four Cheese Pizza;2015-01-15 12:32:38
1919;850;southw_ckn_l;2015-01-15 00:00:00;12:15:35;20,75;20,75;L;Chicken;Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce;The Southwest Chicken Pizza;2015-01-15 12:31:19
1920;850;thai_ckn_m;2015-01-15 00:00:00;12:15:35;16,75;16,75;M;Chicken;Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce;The Thai Chicken Pizza;2015-01-15 12:39:24
1921;851;bbq_ckn_l;2015-01-15 00:00:00;12:20:22;20,75;20,75;L;Chicken;Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce;The Barbecue Chicken Pizza;2015-01-15 12:36:16
1922;852;thai_ckn_m;2015-01-15 00:00:00;12:33:51;16,75;16,75;M;Chicken;Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce;The Thai Chicken Pizza;2015-01-15 12:49:20
1923;853;pepperoni_m;2015-01-15 00:00:00;12:36:39;12,5;12,5;M;Classic;Mozzarella Cheese, Pepperoni;The Pepperoni Pizza;2015-01-15 12:55:19
1924;854;pepperoni_s;2015-01-15 00:00:00;12:51:19;9,75;9,75;S;Classic;Mozzarella Cheese, Pepperoni;The Pepperoni Pizza;2015-01-15 13:08:08
1925;854;soppressata_l;2015-01-15 00:00:00;12:51:19;20,75;20,75;L;Supreme;Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic;The Soppressata Pizza;2015-01-15 13:09:32
1926;855;five_cheese_l;2015-01-15 00:00:00;12:56:54;18,5;18,5;L;Veggie;Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic;The Five Cheese Pizza;2015-01-15 13:14:41
1927;855;sicilian_m;2015-01-15 00:00:00;12:56:54;16,25;16,25;M;Supreme;Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic;The Sicilian Pizza;2015-01-15 13:16:21
1928;855;southw_ckn_s;2015-01-15 00:00:00;12:56:54;12,75;12,75;S;Chicken;Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce;The Southwest Chicken Pizza;2015-01-15 13:19:18
1929;855;spin_pesto_m;2015-01-15 00:00:00;12:56:54;16,5;16,5;M;Veggie;Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce;The Spinach Pesto Pizza;2015-01-15 13:14:52
1930;855;veggie_veg_m;2015-01-15 00:00:00;12:56:54;16;16;M;Veggie;Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic;The Vegetables + Vegetables Pizza;2015-01-15 13:15:43
1931;856;spicy_ital_l;2015-01-15 00:00:00;12:59:20;20,75;20,75;L;Supreme;Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic;The Spicy Italian Pizza;2015-01-15 13:18:56
1932;857;napolitana_s;2015-01-15 00:00:00;13:01:53;12;12;S;Classic;Tomatoes, Anchovies, Green Olives, Red Onions, Garlic;The Napolitana Pizza;2015-01-15 13:22:44
1933;858;peppr_salami_s;2015-01-15 00:00:00;13:03:42;12,5;12,5;S;Supreme;Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic;The Pepper Salami Pizza;2015-01-15 13:18:40
1934;858;thai_ckn_l;2015-01-15 00:00:00;13:03:42;20,75;20,75;L;Chicken;Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce;The Thai Chicken Pizza;2015-01-15 13:23:06
1935;858;veggie_veg_m;2015-01-15 00:00:00;13:03:42;16;16;M;Veggie;Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic;The Vegetables + Vegetables Pizza;2015-01-15 13:22:20
1936;859;big_meat_s;2015-01-15 00:00:00;13:05:13;12;12;S;Classic;Bacon, Pepperoni, Italian Sausage, Chorizo Sausage;The Big Meat Pizza;2015-01-15 13:25:46
1937;859;calabrese_m;2015-01-15 00:00:00;13:05:13;16,25;16,25;M;Supreme;慛duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic;The Calabrese Pizza;2015-01-15 13:21:43
1938;859;ckn_alfredo_m;2015-01-15 00:00:00;13:05:13;16,75;16,75;M;Chicken;Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce;The Chicken Alfredo Pizza;2015-01-15 13:24:20
1939;859;the_greek_l;2015-01-15 00:00:00;13:05:13;20,5;20,5;L;Classic;Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions;The Greek Pizza;2015-01-15 13:18:25
1940;860;sicilian_s;2015-01-15 00:00:00;13:07:53;12,25;12,25;S;Supreme;Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic;The Sicilian Pizza;2015-01-15 13:25:39
1941;860;spicy_ital_m;2015-01-15 00:00:00;13:07:53;16,5;16,5;M;Supreme;Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic;The Spicy Italian Pizza;2015-01-15 13:25:45
1942;861;prsc_argla_l;2015-01-15 00:00:00;13:08:44;20,75;20,75;L;Supreme;Prosciutto di San Daniele, Arugula, Mozzarella Cheese;The Prosciutto and Arugula Pizza;2015-01-15 13:30:06
1943;862;southw_ckn_m;2015-01-15 00:00:00;13:10:45;16,75;16,75;M;Chicken;Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce;The Southwest Chicken Pizza;2015-01-15 13:33:17
1944;863;thai_ckn_m;2015-01-15 00:00:00;13:12:29;16,75;16,75;M;Chicken;Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce;The Thai Chicken Pizza;2015-01-15 13:29:59
1945;864;big_meat_s;2015-01-15 00:00:00;14:04:23;12;12;S;Classic;Bacon, Pepperoni, Italian Sausage, Chorizo Sausage;The Big Meat Pizza;2015-01-15 14:18:48
1946;864;hawaiian_s;2015-01-15 00:00:00;14:04:23;10,5;10,5;S;Classic;Sliced Ham, Pineapple, Mozzarella Cheese;The Hawaiian Pizza;2015-01-15 14:21:39
1947;864;ital_supr_l;2015-01-15 00:00:00;14:04:23;20,75;20,75;L;Supreme;Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic;The Italian Supreme Pizza;2015-01-15 14:17:36
1948;864;mediterraneo_m;2015-01-15 00:00:00;14:04:23;16;16;M;Veggie;Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions;The Mediterranean Pizza;2015-01-15 14:27:52
1949;864;sicilian_l;2015-01-15 00:00:00;14:04:23;20,25;20,25;L;Supreme;Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic;The Sicilian Pizza;2015-01-15 14:22:04
1950;864;spinach_fet_l;2015-01-15 00:00:00;14:04:23;20,25;20,25;L;Veggie;Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic;The Spinach and Feta Pizza;2015-01-15 14:23:02
1951;864;spinach_supr_l;2015-01-15 00:00:00;14:04:23;20,75;20,75;L;Supreme;Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese;The Spinach Supreme Pizza;2015-01-15 14:22:41
1952;864;the_greek_m;2015-01-15 00:00:00;14:04:23;16;16;M;Classic;Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions;The Greek Pizza;2015-01-15 14:18:33
1953;864;veggie_veg_m;2015-01-15 00:00:00;14:04:23;16;16;M;Veggie;Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic;The Vegetables + Vegetables Pizza;2015-01-15 14:17:48
1954;865;classic_dlx_s;2015-01-15 00:00:00;14:10:00;12;12;S;Classic;Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon;The Classic Deluxe Pizza;2015-01-15 14:25:06
1955;866;peppr_salami_m;2015-01-15 00:00:00;14:18:09;16,5;16,5;M;Supreme;Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic;The Pepper Salami Pizza;2015-01-15 14:34:38
1956;867;hawaiian_l;2015-01-15 00:00:00;14:19:28;16,5;16,5;L;Classic;Sliced Ham, Pineapple, Mozzarella Cheese;The Hawaiian Pizza;2015-01-15 14:33:23
1957;867;hawaiian_s;2015-01-15 00:00:00;14:19:28;10,5;10,5;S;Classic;Sliced Ham, Pineapple, Mozzarella Cheese;The Hawaiian Pizza;2015-01-15 14:30:41
1958;868;soppressata_m;2015-01-15 00:00:00;14:27:25;16,5;16,5;M;Supreme;Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic;The Soppressata Pizza;2015-01-15 14:45:26
1959;869;spinach_supr_m;2015-01-15 00:00:00;14:31:43;16,5;16,5;M;Supreme;Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese;The Spinach Supreme Pizza;2015-01-15 14:49:48
1960;869;thai_ckn_l;2015-01-15 00:00:00;14:31:43;20,75;20,75;L;Chicken;Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce;The Thai Chicken Pizza;2015-01-15 14:49:35
1961;870;five_cheese_l;2015-01-15 00:00:00;14:38:31;18,5;18,5;L;Veggie;Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic;The Five Cheese Pizza;2015-01-15 14:56:19
1962;870;four_cheese_m;2015-01-15 00:00:00;14:38:31;14,75;14,75;M;Veggie;Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic;The Four Cheese Pizza;2015-01-15 14:55:51
1963;871;ckn_alfredo_s;2015-01-15 00:00:00;14:45:22;12,75;12,75;S;Chicken;Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce;The Chicken Alfredo Pizza;2015-01-15 14:58:28
1964;872;prsc_argla_m;2015-01-15 00:00:00;14:48:37;16,5;16,5;M;Supreme;Prosciutto di San Daniele, Arugula, Mozzarella Cheese;The Prosciutto and Arugula Pizza;2015-01-15 15:00:37
1965;873;pepperoni_m;2015-01-15 00:00:00;15:06:15;12,5;12,5;M;Classic;Mozzarella Cheese, Pepperoni;The Pepperoni Pizza;2015-01-15 15:20:48
1966;874;pep_msh_pep_s;2015-01-15 00:00:00;15:20:36;11;11;S;Classic;Pepperoni, Mushrooms, Green Peppers;The Pepperoni, Mushroom, and Peppers Pizza;2015-01-15 15:32:29
1967;874;southw_ckn_l;2015-01-15 00:00:00;15:20:36;20,75;20,75;L;Chicken;Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce;The Southwest Chicken Pizza;2015-01-15 15:34:37
1968;875;cali_ckn_m;2015-01-15 00:00:00;15:23:21;16,75;16,75;M;Chicken;Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese;The California Chicken Pizza;2015-01-15 15:44:44
1969;876;hawaiian_s;2015-01-15 00:00:00;15:27:03;10,5;10,5;S;Classic;Sliced Ham, Pineapple, Mozzarella Cheese;The Hawaiian Pizza;2015-01-15 15:40:44
1970;876;southw_ckn_s;2015-01-15 00:00:00;15:27:03;12,75;12,75;S;Chicken;Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce;The Southwest Chicken Pizza;2015-01-15 15:40:56
1971;876;spicy_ital_l;2015-01-15 00:00:00;15:27:03;20,75;20,75;L;Supreme;Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic;The Spicy Italian Pizza;2015-01-15 15:40:25
1972;877;four_cheese_l;2015-01-15 00:00:00;15:32:59;17,95;17,95;L;Veggie;Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic;The Four Cheese Pizza;2015-01-15 15:53:04
1973;878;cali_ckn_m;2015-01-15 00:00:00;16:05:58;16,75;16,75;M;Chicken;Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese;The California Chicken Pizza;2015-01-15 16:23:52
1974;879;southw_ckn_s;2015-01-15 00:00:00;16:12:57;12,75;12,75;S;Chicken;Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce;The Southwest Chicken Pizza;2015-01-15 16:33:15
1975;879;spinach_supr_s;2015-01-15 00:00:00;16:12:57;12,5;12,5;S;Supreme;Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese;The Spinach Supreme Pizza;2015-01-15 16:29:57
1976;879;veggie_veg_m;2015-01-15 00:00:00;16:12:57;16;16;M;Veggie;Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic;The Vegetables + Vegetables Pizza;2015-01-15 16:30:18
1977;880;pepperoni_l;2015-01-15 00:00:00;16:19:26;15,25;15,25;L;Classic;Mozzarella Cheese, Pepperoni;The Pepperoni Pizza;2015-01-15 16:31:33
1978;880;pepperoni_s;2015-01-15 00:00:00;16:19:26;9,75;9,75;S;Classic;Mozzarella Cheese, Pepperoni;The Pepperoni Pizza;2015-01-15 16:38:04
1979;881;cali_ckn_m;2015-01-15 00:00:00;16:40:04;16,75;16,75;M;Chicken;Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese;The California Chicken Pizza;2015-01-15 16:57:58
1980;881;ital_supr_s;2015-01-15 00:00:00;16:40:04;12,5;12,5;S;Supreme;Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic;The Italian Supreme Pizza;2015-01-15 16:58:48
1981;882;prsc_argla_m;2015-01-15 00:00:00;16:44:46;16,5;16,5;M;Supreme;Prosciutto di San Daniele, Arugula, Mozzarella Cheese;The Prosciutto and Arugula Pizza;2015-01-15 17:01:25
1982;882;spinach_fet_s;2015-01-15 00:00:00;16:44:46;12;12;S;Veggie;Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic;The Spinach and Feta Pizza;2015-01-15 17:02:50
1983;882;thai_ckn_l;2015-01-15 00:00:00;16:44:46;20,75;20,75;L;Chicken;Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce;The Thai Chicken Pizza;2015-01-15 17:00:31
1984;883;cali_ckn_m;2015-01-15 00:00:00;16:56:05;16,75;16,75;M;Chicken;Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese;The California Chicken Pizza;2015-01-15 17:12:43
